ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
5345,Virginia,07-27-2020,86072,2082,10940.0,73050.0,1008.3979661927997,1039211.0,12140.0,2.4189051027047124,12175.135454563457,14.104470675713355
5346,Washington,07-27-2020,53321,1518,,51803.0,700.2199505626671,919347.0,5374.0,2.846908347555372,12073.012713376274,10.07858067178035
5347,West Virginia,07-27-2020,5999,104,4332.0,1563.0,334.7381660098195,266033.0,,1.7336222703783963,14844.373815317605,
5348,Wisconsin,07-27-2020,49417,893,38633.0,9891.0,848.7343952718056,877186.0,4420.0,1.8070704413460956,15065.623758036587,8.944290426371492
5349,Wyoming,07-27-2020,2520,25,1915.0,580.0,435.4143952837019,48343.0,158.0,0.992063492063492,8352.872266349206,6.269841269841269
5350,Alabama,07-28-2020,82366,1491,32510.0,48365.0,1679.8468750414272,665399.0,9893.0,1.8102129519461916,13570.75044078492,12.011023966199643
5351,Alaska,07-28-2020,2730,22,836.0,1872.0,373.1827843810018,213875.0,,0.8058608058608059,29236.068867943868,
5352,Arizona,07-28-2020,165934,3408,21626.0,140900.0,2279.714955259285,890931.0,9394.0,2.0538286306603832,12240.220357516304,5.661287017729942
5353,Arkansas,07-28-2020,40181,428,33188.0,6565.0,1331.464866505578,489906.0,2686.0,1.0651800602274708,16233.857467217884,6.68475149946492
5354,California,07-28-2020,470762,8679,,462083.0,1191.4338507352522,7417866.0,,1.843606748208224,18773.598235664947,
5355,Colorado,07-28-2020,45296,1807,5212.0,38277.0,786.561495439277,500430.0,6271.0,3.989314729777464,8689.927789709409,13.844489579653834
5356,Connecticut,07-28-2020,49077,4423,8516.0,36138.0,1376.5231242253426,752688.0,10712.0,9.012368319171914,21111.56829730678,21.82692503616765
5357,Delaware,07-28-2020,14476,580,8076.0,5820.0,1486.6025032759478,174623.0,,4.006631666206134,17932.784535061885,
5358,Florida,07-28-2020,441977,6117,,435860.0,2057.837843903201,3480299.0,25280.0,1.3840086701344188,16204.216487053547,5.71975464786629
5359,Georgia,07-28-2020,175052,3563,,171489.0,1609.0816010627059,1487326.0,17544.0,2.053932557962574,14008.352120848911,10.269077457080476
5360,Hawaii,07-28-2020,1757,26,1191.0,540.0,124.09313836278986,114143.0,165.0,1.4797951052931133,8061.675066672694,9.391007398975525
5361,Idaho,07-28-2020,19220,160,5964.0,13096.0,1075.506486893314,170717.0,750.0,0.8324661810613944,9552.926166647547,3.902185223725286
5362,Illinois,07-28-2020,174968,7638,,167330.0,1380.7644536645525,2571707.0,,4.365369667596361,20294.69166270578,
5363,Indiana,07-28-2020,63678,2924,44548.0,16206.0,945.8694079916296,716809.0,8505.0,4.5918527591946985,10647.440316484059,13.356261189107697
5364,Iowa,07-28-2020,42928,839,30623.0,11466.0,1360.6037267002,457435.0,,1.9544353335818117,14498.410494854314,
5365,Kansas,07-28-2020,26058,340,1108.0,24610.0,894.4452949458932,278936.0,1644.0,1.3047816409547932,9574.525780605867,6.309002993322588
5366,Kentucky,07-28-2020,28111,719,7470.0,19922.0,629.2089864231335,557713.0,3279.0,2.5577176194372306,12483.299471559356,11.664472982106647
5367,Louisiana,07-28-2020,111038,3812,61456.0,45770.0,2388.53345620391,1276304.0,,3.4330589527909363,27454.51831163093,
5368,Maine,07-28-2020,3838,121,3319.0,398.0,285.5204387403178,159100.0,384.0,3.1526836894215737,11835.930641892795,10.005211047420529
5369,Maryland,07-28-2020,85524,3458,5592.0,76474.0,1414.6299506424427,868256.0,12389.0,4.043309480379777,14361.593733045745,14.485992236097472
5370,Massachusetts,07-28-2020,116182,8551,96452.0,11179.0,1685.6285735385245,1141116.0,11855.0,7.360004131448933,16555.901390249666,10.20381814738944
5371,Michigan,07-28-2020,87958,6421,57502.0,24035.0,880.7375533663893,1727882.0,,7.300075035812548,17301.559439571432,
5372,Minnesota,07-28-2020,52281,1620,45987.0,4674.0,927.0285720770433,979988.0,5028.0,3.0986400413152007,17376.807564748906,9.617260572674585
5373,Mississippi,07-28-2020,54085,1540,35071.0,17474.0,1817.281325632554,433133.0,4103.0,2.8473698807432744,14553.47161718046,7.586206896551723
5374,Missouri,07-28-2020,45181,1232,,43949.0,736.1552754671827,652924.0,,2.726809942232354,10638.397713178876,
5375,Montana,07-28-2020,3474,51,2104.0,1319.0,325.04411580328184,161408.0,205.0,1.468048359240069,15102.107266429512,5.900978698906161
5376,Nebraska,07-28-2020,25157,321,18520.0,6316.0,1300.5012386218418,261103.0,1587.0,1.2759868028779269,13497.824657466264,6.308383352546011
5377,Nevada,07-28-2020,44936,759,1054.0,43123.0,1458.8871472743588,450886.0,,1.68906889798825,14638.414417971038,
5378,New Hampshire,07-28-2020,6500,409,5688.0,403.0,478.0427605572066,156083.0,690.0,6.292307692307693,11479.130491700073,10.615384615384617
5379,New Jersey,07-28-2020,180295,15825,32313.0,132157.0,2029.8484945717214,1984304.0,21321.0,8.777281677251171,22340.256175560302,11.825619124213095
5380,New Mexico,07-28-2020,19791,626,7459.0,11706.0,943.8537906524566,528890.0,2590.0,3.163053913394977,25223.32531646596,13.086756606538325
5381,New York,07-28-2020,412878,32653,72813.0,307412.0,2122.377491709616,5684546.0,89995.0,7.908631605462147,29221.10764193764,21.796995722707432
5382,North Carolina,07-28-2020,116700,1860,92302.0,22538.0,1112.6913171175977,1663540.0,,1.5938303341902311,15861.238334856967,
5383,North Dakota,07-28-2020,6141,100,4957.0,1084.0,805.8399447813957,150046.0,343.0,1.6283992835043153,19689.474084785757,5.585409542419801
5384,Ohio,07-28-2020,86497,3382,61056.0,22059.0,739.9799813501468,1398733.0,10425.0,3.9099621952206434,11966.130839842246,12.052441125125728
5385,Oklahoma,07-28-2020,33775,509,26363.0,6903.0,853.5569252339733,589126.0,2987.0,1.5070318282753516,14888.307243090738,8.843819393042189
5386,Oregon,07-28-2020,17408,303,3736.0,13369.0,412.73317895354796,387656.0,1537.0,1.7405790441176472,9191.089913856651,8.829273897058824
5387,Pennsylvania,07-28-2020,114083,7154,82038.0,24891.0,891.1349634810654,1169160.0,,6.2708729609144225,9132.643372838393,
5388,Rhode Island,07-28-2020,18725,1005,1803.0,15917.0,1767.5749815218796,200960.0,2182.0,5.367156208277704,18969.926210234284,11.652870493991987
5389,South Carolina,07-28-2020,84109,1565,32859.0,49685.0,1633.5923883128876,670330.0,5117.0,1.860680783269329,13019.367554694241,6.083772247916393
5390,South Dakota,07-28-2020,8492,123,7474.0,895.0,959.9178892658076,107491.0,808.0,1.4484220442769666,12150.557446428513,9.514837494112106
5391,Tennessee,07-28-2020,99044,999,57239.0,40806.0,1450.3071674553905,1411452.0,4280.0,1.0086426234804733,20667.97536568844,4.321311740236664
5392,Texas,07-28-2020,408493,5913,244449.0,158131.0,1408.7966494275515,3476926.0,,1.4475156245027454,11991.103150133635,
5393,Utah,07-28-2020,38855,286,25905.0,12664.0,1211.9622278270645,514509.0,2295.0,0.736070003860507,16048.525900838376,5.906575730279242
5394,Vermont,07-28-2020,1405,56,1194.0,155.0,225.1642256514137,91861.0,,3.98576512455516,14721.573617483642,
5395,Virginia,07-28-2020,86994,2095,11550.0,73349.0,1019.1998869664516,1059410.0,12844.0,2.4082120606018806,12411.781872900758,14.764236614019358
5396,Washington,07-28-2020,54205,1548,,52657.0,711.8287807852322,933304.0,5397.0,2.855825108384835,12256.298282851774,9.956646065861085
5397,West Virginia,07-28-2020,6120,108,4481.0,1531.0,341.4898443040666,269844.0,,1.7647058823529411,15057.023782089303,
5398,Wisconsin,07-28-2020,50179,906,39513.0,9760.0,861.8217054929262,891631.0,4493.0,1.8055361804739036,15313.715878960586,8.953944877339127
5399,Wyoming,07-28-2020,2589,26,1970.0,593.0,447.336456106946,50780.0,162.0,1.004248744689069,8773.945631946975,6.257242178447277
5400,Alabama,07-29-2020,83782,1538,32510.0,49734.0,1708.7260627530882,668275.0,9893.0,1.8357165023513404,13629.406192097586,11.808025590222245
5401,Alaska,07-29-2020,2798,22,854.0,1922.0,382.4781797428729,223664.0,,0.7862759113652609,30574.195709081465,
5402,Arizona,07-29-2020,168273,3454,21994.0,142825.0,2311.8497394527085,901429.0,10060.0,2.0526168785247783,12384.449072549463,5.978380369993997
5403,Arkansas,07-29-2020,40968,434,33938.0,6596.0,1357.5434322441083,495605.0,2747.0,1.0593634055848469,16422.703396244422,6.705233352860769
5404,California,07-29-2020,484913,8908,,476005.0,1227.2480847255795,7517466.0,,1.837030560121094,19025.672131886884,
5405,Colorado,07-29-2020,45778,1822,5243.0,38713.0,794.9313877211943,512177.0,6319.0,3.980077766612784,8893.913525468091,13.803573769059373
5406,Connecticut,07-29-2020,49540,4425,8516.0,36599.0,1389.5094560409866,765776.0,10712.0,8.932176019378279,21478.66356901983,21.622930964876872
5407,Delaware,07-29-2020,14602,581,8108.0,5913.0,1499.541983478543,177016.0,,3.9789069990412274,18178.53196462387,
5408,Florida,07-29-2020,451423,6333,,445090.0,2101.8182688427555,3526765.0,25867.0,1.4028970610713234,16420.56143996921,5.730102365187419
5409,Georgia,07-29-2020,178323,3642,,174681.0,1679.5318412010147,1512464.0,17964.0,2.04236133308659,14245.113903816396,10.073854746723642
5410,Hawaii,07-29-2020,1865,26,1205.0,634.0,131.72094652623966,117559.0,167.0,1.3941018766756033,8302.939813768477,8.954423592493297
5411,Idaho,07-29-2020,19674,173,6203.0,13298.0,1100.9112707148313,173042.0,783.0,0.8793331300193148,9683.027757803997,3.9798719121683437
5412,Illinois,07-29-2020,176363,7654,,168709.0,1391.773131896355,2609894.0,,4.339912566694828,20596.045351335062,
5413,Indiana,07-29-2020,64299,2932,45058.0,16309.0,955.0937068446524,724238.0,8587.0,4.559946499945567,10757.790262022076,13.354795564472232
5414,Iowa,07-29-2020,43623,854,31246.0,11523.0,1382.631764112999,462712.0,,1.9576828737134082,14665.665104102287,
5415,Kansas,07-29-2020,26591,349,1149.0,25093.0,912.7406108644657,284949.0,1700.0,1.3124741453875373,9780.923031297005,6.3931405362716704
5416,Kentucky,07-29-2020,28727,724,7495.0,20508.0,642.9969247973163,568341.0,3281.0,2.520277091238208,12721.186174547687,11.421310961812928
5417,Louisiana,07-29-2020,112773,3883,74246.0,34644.0,2425.8549636744497,1295131.0,,3.4432000567511727,27859.505067335744,
5418,Maine,07-29-2020,3866,121,3336.0,409.0,287.60344350444717,162077.0,385.0,3.1298499741334718,12057.398684136133,9.958613554061047
5419,Maryland,07-29-2020,86285,3478,5592.0,77215.0,1427.2174511386645,878959.0,12448.0,4.0308280697687895,14538.629236082625,14.426609491800427
5420,Massachusetts,07-29-2020,116684,8580,96452.0,11652.0,1692.9118492948062,1141116.0,11855.0,7.353193239861506,16555.901390249666,10.15991909773405
5421,Michigan,07-29-2020,88974,6422,57502.0,25050.0,890.9109242277126,1793233.0,,7.217838919234833,17955.929478113085,
5422,Minnesota,07-29-2020,52947,1629,46636.0,4682.0,938.8378532499993,993091.0,5077.0,3.076661567227605,17609.145419417437,9.588834117136004
5423,Mississippi,07-29-2020,55804,1563,35071.0,19170.0,1875.040530564834,443304.0,4152.0,2.8008744892839217,14895.221979813508,7.440326858289727
5424,Missouri,07-29-2020,46942,1239,,45703.0,764.8480764254995,660899.0,,2.6394273784670443,10768.338137734569,
5425,Montana,07-29-2020,3676,54,2212.0,1410.0,343.94420543836037,165355.0,211.0,1.4689880304679,15471.407532714931,5.73993471164309
5426,Nebraska,07-29-2020,25422,324,18702.0,6396.0,1314.2005202625298,264033.0,1606.0,1.2744866650932265,13649.292186550098,6.317362914011487
5427,Nevada,07-29-2020,45806,780,1061.0,43965.0,1487.1324699138613,457385.0,,1.7028336899096188,14849.41022467693,
5428,New Hampshire,07-29-2020,6513,411,5688.0,414.0,478.9988460783209,156083.0,690.0,6.3104560110548125,11479.130491700073,10.594196222938738
5429,New Jersey,07-29-2020,180600,15798,32365.0,132437.0,2033.2823323977527,2042682.0,21321.0,8.747508305647841,22997.50399394744,11.805647840531561
5430,New Mexico,07-29-2020,20136,632,7657.0,11847.0,960.3072067393193,536853.0,2614.0,3.1386571315057608,25603.0892361752,12.981724274930473
5431,New York,07-29-2020,413593,32658,72900.0,308035.0,2126.052911341013,5746822.0,89995.0,7.896168455462254,29541.23412160889,21.75931410831421
5432,North Carolina,07-29-2020,118387,1888,92302.0,24197.0,1128.776237871474,1691434.0,,1.5947696959970268,16127.197303148985,
5433,North Dakota,07-29-2020,6227,102,5087.0,1038.0,817.125115804226,151083.0,351.0,1.6380279428296132,19825.552251654066,5.636743215031316
5434,Ohio,07-29-2020,87893,3422,62695.0,21776.0,751.9227314335577,1420837.0,10553.0,3.8933703480368176,12155.230086148635,12.006644442674615
5435,Oklahoma,07-29-2020,34623,523,27386.0,6714.0,874.9874588416242,606513.0,3041.0,1.5105565664442708,15327.708997614587,8.783178811772519
5436,Oregon,07-29-2020,17721,311,3736.0,13674.0,420.1542201422232,394155.0,1568.0,1.75497996727047,9345.17728345793,8.848259127588738
5437,Pennsylvania,07-29-2020,114939,7171,82663.0,25105.0,897.8214244677134,1184081.0,,6.2389615361191595,9249.195574218977,
5438,Rhode Island,07-29-2020,18800,1007,1810.0,15983.0,1774.6547211007392,202465.0,2195.0,5.3563829787234045,19111.99298445006,11.675531914893615
5439,South Carolina,07-29-2020,85846,1615,32859.0,51372.0,1667.3289679714194,680990.0,5117.0,1.8812757728956504,13226.409546150748,5.960673764648324
5440,South Dakota,07-29-2020,8641,129,7609.0,903.0,976.7605371109095,109714.0,810.0,1.4928827681981252,12401.840709245029,9.373915056127762
5441,Tennessee,07-29-2020,100822,1020,62129.0,37673.0,1476.3425269293182,1456239.0,4482.0,1.0116839578663388,21323.79406352804,4.445458332506794
5442,Texas,07-29-2020,418995,6193,251346.0,161456.0,1445.0155868690454,3539368.0,,1.4780605973818304,12206.450978330337,
5443,Utah,07-29-2020,39194,292,26643.0,12259.0,1222.5362902446007,518191.0,2324.0,0.7450119916313721,16163.374566978107,5.929479001888044
5444,Vermont,07-29-2020,1406,56,1199.0,151.0,225.32448488675283,92461.0,,3.982930298719773,14817.729158687092,
5445,Virginia,07-29-2020,87993,2125,11650.0,74218.0,1030.9039204294431,1076756.0,13000.0,2.4149648267475823,12615.003258735645,14.77390246951462
5446,Washington,07-29-2020,54985,1555,,53430.0,722.0718662757309,945234.0,5474.0,2.8280440120032737,12412.964962212864,9.955442393380011
5447,West Virginia,07-29-2020,6277,111,4589.0,1577.0,350.25028638833754,274127.0,,1.768360681854389,15296.010874107984,
5448,Wisconsin,07-29-2020,51049,911,40416.0,9722.0,876.7639100760953,906379.0,4539.0,1.7845599326137631,15567.012009066999,8.891457227369783
5449,Wyoming,07-29-2020,2628,26,2022.0,580.0,454.07501222443193,52012.0,165.0,0.9893455098934549,8986.814891863452,6.2785388127853885
5450,Alabama,07-30-2020,85762,1565,35401.0,48796.0,1749.1079777736306,680108.0,10070.0,1.8248175182481752,13870.739121611767,11.74179706629976
5451,Alaska,07-30-2020,2879,23,885.0,1971.0,393.5506359827488,225057.0,,0.798888502952414,30764.61461700921,
5452,Arizona,07-30-2020,170798,3626,22358.0,144814.0,2346.539919054416,903954.0,11172.0,2.1229756788721184,12419.13925215117,6.541060199768148
5453,Arkansas,07-30-2020,41759,442,34737.0,6580.0,1383.7545446954143,502717.0,2747.0,1.0584544649057688,16658.371451558814,6.578222658588568
5454,California,07-30-2020,492934,9026,,483908.0,1247.5481321311636,7633840.0,,1.8310767770127443,19320.198714205475,
5455,Colorado,07-30-2020,46186,1822,5277.0,39087.0,802.0162757938547,519672.0,6398.0,3.944918373533105,9024.06361395973,13.852682631100333
5456,Connecticut,07-30-2020,49670,4431,8613.0,36626.0,1393.1557263131974,778728.0,10807.0,8.920877793436683,21841.94428106349,21.757600161063017
5457,Delaware,07-30-2020,14689,581,8140.0,5968.0,1508.476386475573,178863.0,,3.9553407311593713,18368.20831330795,
5458,Florida,07-30-2020,461379,6586,,454793.0,2148.17324562639,3579117.0,26386.0,1.4274598540462395,16664.31151475596,5.718942561321603
5459,Georgia,07-30-2020,182286,3671,,178615.0,1716.8572826004956,1541389.0,18303.0,2.01386831682082,14517.54347547423,10.040814983048616
5460,Hawaii,07-30-2020,1989,26,1215.0,748.0,140.4788003435339,119212.0,173.0,1.30718954248366,8419.687655381278,8.697838109602815
5461,Idaho,07-30-2020,20242,177,6472.0,13593.0,1132.6952293285358,175519.0,808.0,0.8744195237624741,9821.634915350029,3.991700424859204
5462,Illinois,07-30-2020,178135,7670,,170465.0,1405.756915284709,2651028.0,,4.305723187470177,20920.655365949377,
5463,Indiana,07-30-2020,65253,2946,45751.0,16556.0,969.264368850746,735848.0,8667.0,4.514734954714727,10930.244544926421,13.282147947220814
5464,Iowa,07-30-2020,44285,865,31835.0,11585.0,1403.6138659364135,469098.0,,1.953257310601784,14868.069488157156,
5465,Kansas,07-30-2020,26885,357,1149.0,25379.0,922.8322110146727,284949.0,1700.0,1.3278779988841358,9780.923031297005,6.323228566114934
5466,Kentucky,07-30-2020,29386,731,7590.0,21065.0,657.7473328956708,579306.0,3304.0,2.4875791193085144,12966.61595421151,11.243449261553119
5467,Louisiana,07-30-2020,114481,3925,74246.0,36310.0,2462.5956753514997,1317390.0,,3.428516522392362,28338.317421679687,
5468,Maine,07-30-2020,3888,122,3345.0,421.0,289.2400901048347,164807.0,386.0,3.1378600823045266,12260.491648638756,9.927983539094653
5469,Maryland,07-30-2020,87177,3488,5592.0,78097.0,1441.9717881197814,893965.0,12500.0,4.001055324225426,14786.83952839052,14.338644367206946
5470,Massachusetts,07-30-2020,117098,8580,97595.0,10923.0,1692.9118492948062,1169152.0,11893.0,7.353193239861506,16962.6621852758,10.192485687840664
5471,Michigan,07-30-2020,89781,6443,57502.0,25836.0,898.9915445870507,1813178.0,,7.176351343825531,18155.641960228328,
5472,Minnesota,07-30-2020,53692,1634,46965.0,5093.0,952.0479350425702,1007882.0,5112.0,3.0432839156671383,17871.414305046856,9.520971466885195
5473,Mississippi,07-30-2020,57579,1611,35071.0,20897.0,1934.6813617194568,449881.0,4213.0,2.7978950659094464,15116.21225953405,7.3169037322634995
5474,Missouri,07-30-2020,49139,1255,,47884.0,800.6448303751994,675133.0,,2.553979527462911,11000.259392045007,
5475,Montana,07-30-2020,3814,55,2240.0,1519.0,356.85614786232503,168616.0,221.0,1.4420555846879917,15776.522346081223,5.79444153120084
5476,Nebraska,07-30-2020,25766,328,18802.0,6636.0,1331.9837386942156,266893.0,1610.0,1.2729954203213538,13797.141037464693,6.248544593650547
5477,Nevada,07-30-2020,46824,801,1085.0,44938.0,1520.1827439908886,463645.0,,1.7106611993849308,15052.646684128988,
5478,New Hampshire,07-30-2020,6544,415,5710.0,419.0,481.2787423209785,157397.0,690.0,6.341687041564793,11575.768674372715,10.544009779951098
5479,New Jersey,07-30-2020,180970,15809,32423.0,132738.0,2037.4479717276931,2059564.0,21565.0,8.735702050063546,23187.56973223946,11.916339724816268
5480,New Mexico,07-30-2020,20388,635,8015.0,11738.0,972.3253541418973,551637.0,2667.0,3.1145772022758487,26308.1538837931,13.081224249558566
5481,New York,07-30-2020,414370,32683,72973.0,308714.0,2130.047038688701,5820368.0,89995.0,7.887395323020488,29919.29343938624,21.718512440572443
5482,North Carolina,07-30-2020,120532,1922,92302.0,26308.0,1149.2280191501136,1724924.0,,1.594597285368201,16446.512060734833,
5483,North Dakota,07-30-2020,6301,103,5181.0,1017.0,826.8356118006146,151861.0,356.0,1.6346611648944611,19927.643682535017,5.649896841771147
5484,Ohio,07-30-2020,89626,3442,64311.0,21873.0,766.7485092949843,1446472.0,10678.0,3.840403454354763,12374.53696178491,11.913953540267332
5485,Oklahoma,07-30-2020,35740,536,28411.0,6793.0,903.2161216243436,615016.0,3104.0,1.4997202014549524,15542.595586371497,8.68494683827644
5486,Oregon,07-30-2020,18131,316,3835.0,13980.0,429.8750728174848,398639.0,1587.0,1.7428713253543655,9451.490218569816,8.752964535877778
5487,Pennsylvania,07-30-2020,115807,7194,83308.0,25305.0,904.6016208887539,1199937.0,,6.212059720051465,9373.051328195954,
5488,Rhode Island,07-30-2020,18950,1007,1813.0,16130.0,1788.8142002584577,204519.0,2202.0,5.313984168865434,19305.883452383092,11.620052770448547
5489,South Carolina,07-30-2020,87572,1667,32859.0,53046.0,1700.8519020477734,691391.0,5117.0,1.9035764856346775,13428.421155263235,5.8431918878180245
5490,South Dakota,07-30-2020,8685,129,7690.0,866.0,981.7342049309397,110345.0,815.0,1.4853195164075994,12473.167627300463,9.383995394358088
5491,Tennessee,07-30-2020,102871,1033,64234.0,37604.0,1506.3461554794187,1480812.0,4572.0,1.0041702715050889,21683.617960239408,4.444401240388448
5492,Texas,07-30-2020,428229,6442,260542.0,161245.0,1476.8614893956835,3609474.0,,1.5043352972358248,12448.23014689569,
5493,Utah,07-30-2020,39696,300,27261.0,12135.0,1238.1946363614245,524367.0,2346.0,0.7557436517533253,16356.015892909387,5.909915356711004
5494,Vermont,07-30-2020,1407,57,1207.0,143.0,225.48474412209185,93284.0,,4.051172707889126,14949.622509371156,
5495,Virginia,07-30-2020,88904,2141,11728.0,75035.0,1041.5769679617606,1094973.0,13085.0,2.4082156033474313,12828.42906213436,14.71812291910375
5496,Washington,07-30-2020,55803,1564,,54239.0,732.8139738798692,958307.0,5476.0,2.8027166998190056,12584.641701465798,9.813092486067056
5497,West Virginia,07-30-2020,6375,112,4703.0,1560.0,355.7185878167361,277481.0,,1.7568627450980392,15483.160700545212,
5498,Wisconsin,07-30-2020,52108,919,41319.0,9870.0,894.9521797928494,923681.0,4590.0,1.7636447378521531,15864.1729558463,8.808628233668534
5499,Wyoming,07-30-2020,2686,26,2065.0,595.0,464.0964546555648,52641.0,166.0,0.9679821295606852,9095.495707194186,6.180193596425912
5500,Alabama,07-31-2020,87723,1580,35401.0,50742.0,1789.1023895692292,689467.0,10521.0,1.8011239925675135,14061.615052256851,11.993433877090387
5501,Alaska,07-31-2020,2990,23,898.0,2069.0,408.72400194109724,233106.0,,0.7692307692307693,31864.888694475387,
5502,Arizona,07-31-2020,174010,3694,22714.0,147602.0,2390.6685752447856,933743.0,11260.0,2.1228665019251767,12828.400939341369,6.470892477443825
5503,Arkansas,07-31-2020,42511,453,35413.0,6645.0,1408.6733266971612,503469.0,2852.0,1.0656065488932276,16683.290233560558,6.708851826586059
5504,California,07-31-2020,500556,9214,,491342.0,1266.8383654344125,7811041.0,,1.84075308257218,19768.670064450693,
5505,Colorado,07-31-2020,46791,1838,5309.0,39644.0,812.5220534506184,526346.0,6413.0,3.9281058323181814,9139.957101697315,13.705627150520401
5506,Connecticut,07-31-2020,49810,4432,8613.0,36765.0,1397.0824789140397,793996.0,10807.0,8.897811684400724,22270.184700418227,21.69644649668741
5507,Delaware,07-31-2020,14788,585,8179.0,6024.0,1518.6431209204693,181047.0,,3.9559101974573982,18592.4926368196,
5508,Florida,07-31-2020,470386,6843,,463543.0,2190.109693586433,3628088.0,26905.0,1.4547626842635624,16892.319707611652,5.7197705714030596
5509,Georgia,07-31-2020,186352,3752,,182600.0,1755.1528275740734,1574687.0,18689.0,2.01339400704044,14831.160065865324,10.028870095303512
5510,Hawaii,07-31-2020,2111,26,1226.0,859.0,149.09539845409753,121368.0,177.0,1.231643770724775,8571.961307236812,8.384651823780201
5511,Idaho,07-31-2020,20716,188,6744.0,13784.0,1159.2191666223669,179110.0,835.0,0.907511102529446,10022.578921303926,4.030700907511102
5512,Illinois,07-31-2020,180115,7692,,172423.0,1421.3821360008164,2700849.0,,4.270604891319436,21313.81906357421,
5513,Indiana,07-31-2020,66154,2965,46466.0,16723.0,982.6477718565008,747383.0,8727.0,4.4819663210085565,11101.584782075568,13.191946065241707
5514,Iowa,07-31-2020,44753,872,32578.0,11303.0,1418.4471342949607,474412.0,,1.948472728085268,15036.496813065954,
5515,Kansas,07-31-2020,27364,358,1178.0,25828.0,939.2739677219826,292507.0,1751.0,1.3082882619500074,10040.352670532597,6.398918286800176
5516,Kentucky,07-31-2020,30151,735,7481.0,21935.0,674.8703407791933,587823.0,3314.0,2.4377300918709164,13157.25210864806,10.991343570694172
5517,Louisiana,07-31-2020,116280,3949,74246.0,38085.0,2501.293883962163,1342243.0,,3.3961128310973514,28872.929194109267,
5518,Maine,07-31-2020,3912,123,3361.0,428.0,291.02552275980275,167167.0,388.0,3.1441717791411037,12436.059193043955,9.918200408997953
5519,Maryland,07-31-2020,88346,3493,5689.0,79164.0,1461.3079091185773,911191.0,12593.0,3.953772666561021,15071.77025578595,14.254182419124804
5520,Massachusetts,07-31-2020,117612,8609,97595.0,11408.0,1706.3757534817178,1188430.0,11908.0,7.3198313097303,17242.357384537954,10.124817195524264
5521,Michigan,07-31-2020,90574,6450,57502.0,26622.0,906.931980702237,1844447.0,,7.121248923532139,18468.74346954202,
5522,Minnesota,07-31-2020,54463,1640,47289.0,5534.0,965.7190398238749,834354.0,5155.0,3.0112186254888638,14794.475951622375,9.465141472192132
5523,Mississippi,07-31-2020,58747,1663,35071.0,22013.0,1973.926708642612,454505.0,4276.0,2.83078284848588,15271.580824750374,7.278669549083357
5524,Missouri,07-31-2020,50616,1265,,49351.0,824.7102858070189,686773.0,,2.4992097360518413,11189.915384750748,
5525,Montana,07-31-2020,3965,60,2331.0,1574.0,370.98443268854714,169970.0,230.0,1.5132408575031526,15903.209085516355,5.800756620428753
5526,Nebraska,07-31-2020,26211,332,18997.0,6882.0,1354.9881927700878,270956.0,1610.0,1.2666437755140971,14007.179457487771,6.142459272824388
5527,Nevada,07-31-2020,48088,830,1127.0,46131.0,1561.219626538396,469903.0,,1.7260023290633837,15255.818211804855,
5528,New Hampshire,07-31-2020,6583,415,5722.0,446.0,484.14699888432176,158309.0,692.0,6.3041166641348925,11642.841750930897,10.511924654412882
5529,New Jersey,07-31-2020,181660,15819,32475.0,133366.0,2045.2163261537976,2096329.0,21565.0,8.708025982604866,23601.487921334723,11.871077837718813
5530,New Mexico,07-31-2020,20600,642,8015.0,11943.0,982.4358590996213,551637.0,2667.0,3.1165048543689315,26308.1538837931,12.946601941747575
5531,New York,07-31-2020,415014,32689,73055.0,309270.0,2133.3574865804776,5889237.0,89995.0,7.876601753193867,30273.310886371914,21.68481063289431
5532,North Carolina,07-31-2020,122298,1942,92302.0,28054.0,1166.066175671362,1757102.0,,1.5879245776709352,16753.317383804326,
5533,North Dakota,07-31-2020,6469,103,5289.0,1077.0,848.8810621707945,153964.0,364.0,1.5922089967537487,20203.605480918875,5.6268356778482
5534,Ohio,07-31-2020,91159,3489,65788.0,21882.0,779.863291442455,1468334.0,10790.0,3.8273785364034265,12561.565903277413,11.836461567151899
5535,Oklahoma,07-31-2020,36487,541,29187.0,6759.0,922.094197809385,625578.0,3161.0,1.4827198728314197,15809.516925951692,8.663359552717406
5536,Oregon,07-31-2020,18492,322,3872.0,14298.0,438.4341650510689,404193.0,1607.0,1.7412935323383083,9583.172208224458,8.690244430023794
5537,Pennsylvania,07-31-2020,116787,7207,84036.0,25544.0,912.2566813641223,1216872.0,,6.171063560156523,9505.335459982041,
5538,Rhode Island,07-31-2020,19022,1007,1823.0,16192.0,1795.6107502541627,206016.0,2211.0,5.293870255493639,19447.19505437712,11.623383450741247
5539,South Carolina,07-31-2020,89016,1712,32859.0,54445.0,1728.8977402900996,692835.0,5117.0,1.92324975285342,13456.466993505564,5.748404781162938
5540,South Dakota,07-31-2020,8764,130,7761.0,873.0,990.6641994259936,111635.0,824.0,1.4833409402099498,12618.986524751344,9.402099497946145
5541,Tennessee,07-31-2020,105959,1060,66357.0,38542.0,1551.5639226647324,1513405.0,4661.0,1.0003869421191216,22160.879192710567,4.3988712615256835
